code,name,area
300355,蒙草生态,内蒙
600863,内蒙华电,内蒙
000426,兴业矿业,内蒙
601216,君正集团,内蒙
600328,兰太实业,内蒙
600008,首创股份,北京
600657,信达地产,北京
300431,暴风集团,北京
300251,光线传媒,北京
300191,潜能恒信,北京
300353,东土科技,北京
300065,海兰信,北京
600435,北方导航,北京
002383,合众思壮,北京
601558,ST锐电,北京
600372,中航电子,北京
600855,航天长峰,北京
300418,昆仑万维,北京
600361,华联综超,北京
002649,博彦科技,北京
300034,钢研高纳,北京
002573,清新环境,北京
603098,森特股份,北京
603000,人民网,北京
000151,中成股份,北京
600871,*ST油服,北京
002721,金一文化,北京
601016,节能风电,北京
002504,弘高创意,北京
000620,新华联,北京
601898,中煤能源,北京
300229,拓尔思,北京
300344,太空智造,北京
600977,中国电影,北京
600386,北巴传媒,北京
300072,三聚环保,北京
000798,中水渔业,北京
603803,瑞斯康达,北京
603903,中持股份,北京
601068,中铝国际,北京
300045,华力创通,北京
300374,恒通科技,北京
002707,众信旅游,北京
600011,华能国际,北京
000839,中信国安,北京
300117,嘉寓股份,北京
600860,京城股份,北京
300370,安控科技,北京
600733,北汽蓝谷,北京
300455,康拓红外,北京
603603,博天环境,北京
603060,国检集团,北京
600578,京能电力,北京
002065,东华软件,北京
603871,嘉友国际,北京
300485,赛升药业,北京
600118,中国卫星,北京
603860,中公高科,北京
601226,华电重工,北京
600055,万东医疗,北京
300291,华录百纳,北京
601881,中国银河,北京
300406,九强生物,北京
300005,探路者,北京
603616,韩建河山,北京
600791,京能置业,北京
600270,外运发展,北京
300055,万邦达,北京
300542,新晨科技,北京
002066,瑞泰科技,北京
300036,超图软件,北京
603588,高能环境,北京
300684,中石科技,北京
002385,大北农,北京
002371,北方华创,北京
300156,神雾环保,北京
002051,中工国际,北京
600962,国投中鲁,北京
300445,康斯特,北京
600198,*ST大唐,北京
603859,能科股份,北京
000882,华联股份,北京
300523,辰安科技,北京
002662,京威股份,北京
300011,鼎汉技术,北京
600861,北京城乡,北京
600159,大龙地产,北京
002153,石基信息,北京
603818,曲美家居,北京
300419,浩丰科技,北京
600037,歌华有线,北京
601800,中国交建,北京
000860,顺鑫农业,北京
300369,绿盟科技,北京
603377,东方时尚,北京
603590,康辰药业,北京
002657,中科金财,北京
002599,盛通股份,北京
300003,乐普医疗,北京
300302,同有科技,北京
600900,长江电力,北京
000959,首钢股份,北京
601985,中国核电,北京
002410,广联达,北京
300315,掌趣科技,北京
300312,邦讯技术,北京
601888,中国国旅,北京
600062,华润双鹤,北京
601288,农业银行,北京
300579,数字认证,北京
600161,天坛生物,北京
603138,海量数据,北京
000758,中色股份,北京
601998,中信银行,北京
300002,神州泰岳,北京
300038,数知科技,北京
600031,三一重工,北京
300663,科蓝软件,北京
300383,光环新网,北京
300213,佳讯飞鸿,北京
600007,中国国贸,北京
300456,耐威科技,北京
600376,首开股份,北京
300365,恒华科技,北京
300223,北京君正,北京
002542,中化岩土,北京
300593,新雷能,北京
300139,晓程科技,北京
300150,世纪瑞尔,北京
300399,京天利,北京
300182,捷成股份,北京
601186,中国铁建,北京
002405,四维图新,北京
601991,大唐发电,北京
002362,汉王科技,北京
000046,泛海控股,北京
600246,万通地产,北京
600489,中金黄金,北京
300166,东方国信,北京
600859,王府井,北京
300212,易华录,北京
601111,中国国航,北京
300384,三联虹普,北京
002373,千方科技,北京
300271,华宇软件,北京
601117,中国化学,北京
300662,科锐国际,北京
603986,兆易创新,北京
600890,中房股份,北京
002933,新兴装备,北京
603825,华扬联众,北京
002306,*ST云网,北京
600258,首旅酒店,北京
603888,新华网,北京
002665,首航节能,北京
002739,万达电影,北京
300674,宇信科技,北京
300608,思特奇,北京
300058,蓝色光标,北京
603127,昭衍新药,北京
300541,先进数通,北京
300477,合纵科技,北京
603516,淳中科技,北京
000729,燕京啤酒,北京
000725,京东方Ａ,北京
601336,新华保险,北京
601398,工商银行,北京
002368,太极股份,北京
000786,北新建材,北京
600015,华夏银行,北京
601886,江河集团,北京
601818,光大银行,北京
600299,安迪苏,北京
600195,中牧股份,北京
600056,中国医药,北京
002038,双鹭药业,北京
600511,国药股份,北京
300465,高伟达,北京
601939,建设银行,北京
600536,中国软件,北京
300430,诚益通,北京
600138,中青旅,北京
601988,中国银行,北京
300379,东方通,北京
300392,腾信股份,北京
002392,北京利尔,北京
601718,际华集团,北京
300318,博晖创新,北京
600582,天地科技,北京
000065,北方国际,北京
601126,四方股份,北京
600764,中国海防,北京
600980,北矿科技,北京
000802,北京文化,北京
000838,财信发展,北京
002462,嘉事堂,北京
300444,双杰电气,北京
002738,中矿资源,北京
601628,中国人寿,北京
603533,掌阅科技,北京
603698,航天工程,北京
603025,大豪科技,北京
601669,中国电建,北京
600723,首商股份,北京
600485,信威集团,北京
603569,长久物流,北京
600410,华胜天成,北京
002186,全 聚 德,北京
300048,合康新能,北京
601198,东兴证券,北京
300289,利德曼,北京
000969,安泰科技,北京
002467,二六三,北京
300352,北信源,北京
600429,三元股份,北京
002829,星网宇达,北京
600166,福田汽车,北京
000605,渤海股份,北京
300364,中文在线,北京
300667,必创科技,北京
300513,恒泰实达,北京
601949,中国出版,北京
600271,航天信息,北京
300075,数字政通,北京
601766,中国中车,北京
600206,有研新材,北京
300016,北陆药业,北京
300552,万集科技,北京
300367,东方网力,北京
600405,动力源,北京
002642,荣之联,北京
600313,农发种业,北京
300324,旋极信息,北京
601668,中国建筑,北京
603979,金诚信,北京
002439,启明星辰,北京
601390,中国中铁,北京
603970,中农立华,北京
600743,华远地产,北京
002612,朗姿股份,北京
000603,盛达矿业,北京
601600,中国铝业,北京
603123,翠微股份,北京
600050,中国联通,北京
002701,奥瑞金,北京
300204,舒泰神,北京
002151,北斗星通,北京
600588,用友网络,北京
600058,五矿发展,北京
300719,安达维尔,北京
300449,汉邦高科,北京
600016,民生银行,北京
600085,同仁堂,北京
601088,中国神华,北京
600028,中国石化,北京
300309,吉艾科技,北京
601618,中国中冶,北京
300200,高盟新材,北京
002350,北京科锐,北京
001965,招商公路,北京
000970,中科三环,北京
000938,紫光股份,北京
000666,经纬纺机,北京
000402,金 融 街,北京
300661,圣邦股份,北京
300386,飞天诚信,北京
601169,北京银行,北京
600886,国投电力,北京
300287,飞利信,北京
601858,中国科传,北京
601989,中国重工,北京
601857,中国石油,北京
002771,真视通,北京
002279,久其软件,北京
300332,天壕环境,北京
601992,金隅集团,北京
300079,数码科技,北京
300231,银信科技,北京
601101,昊华能源,北京
601319,中国人保,北京
600730,中国高科,北京
300070,碧水源,北京
000008,神州高铁,北京
300010,立思辰,北京
000931,中 关 村,北京
600560,金自天正,北京
300688,创业黑马,北京
300104,乐视网,北京
300472,新元科技,北京
600658,电子城,北京
002755,东方新星,北京
601066,中信建投,北京
600240,华业资本,北京
603598,引力传媒,北京
002148,北纬科技,北京
300073,当升科技,北京
600463,空港股份,北京
002713,东易日盛,北京
300612,宣亚国际,北京
002658,雪迪龙,北京
002878,元隆雅图,北京
000609,中迪投资,北京
300736,百邦科技,北京
002271,东方雨虹,北京
300296,利亚德,北京
300282,三盛教育,北京
600288,大恒科技,北京
002893,华通热力,北京
002819,东方中科,北京
600266,北京城建,北京
000996,中国中期,北京
601588,北辰实业,北京
300157,恒泰艾普,北京
002554,惠博普,北京
603778,乾景园林,北京
300071,华谊嘉信,北京
600100,同方股份,北京
601908,京运通,北京
002780,三夫户外,北京
002310,东方园林,北京
300496,中科创达,北京
000766,通化金马,吉林
000875,吉电股份,吉林
600333,长春燃气,吉林
600360,华微电子,吉林
000669,金鸿控股,吉林
300597,吉大通信,吉林
600742,一汽富维,吉林
002232,启明信息,吉林
601929,吉视传媒,吉林
601518,吉林高速,吉林
600148,长春一东,吉林
000928,中钢国际,吉林
000718,苏宁环球,吉林
002118,紫鑫药业,吉林
600697,欧亚集团,吉林
000420,吉林化纤,吉林
000545,金浦钛业,吉林
000631,顺发恒业,吉林
000686,东北证券,吉林
002501,利源精制,吉林
002566,益盛药业,吉林
603559,中通国脉,吉林
000546,金圆股份,吉林
600189,吉林森工,吉林
300510,金冠股份,吉林
002622,融钰集团,吉林
600856,中天能源,吉林
000623,吉林敖东,吉林
603099,长白山,吉林
600247,*ST成城,吉林
000800,一汽轿车,吉林
000661,长春高新,吉林
300396,迪瑞医疗,吉林
600110,诺德股份,吉林
600215,长春经开,吉林
600365,通葡股份,吉林
600867,通化东宝,吉林
000030,富奥股份,吉林
002338,奥普光电,吉林
300108,吉药控股,吉林
600881,亚泰集团,吉林
600793,宜宾纸业,四川
300249,依米康,四川
300467,迅游科技,四川
000912,*ST天化,四川
600678,四川金顶,四川
600093,易见股份,四川
000510,金路集团,四川
000803,金宇车城,四川
002697,红旗连锁,四川
300492,山鼎设计,四川
600839,四川长虹,四川
000598,兴蓉环境,四川
300028,金亚科技,四川
002926,华西证券,四川
600353,旭光股份,四川
002143,印纪传媒,四川
601838,成都银行,四川
002422,科伦药业,四川
600109,国金证券,四川
002497,雅化集团,四川
300366,创意信息,四川
300463,迈克生物,四川
600131,岷江水电,四川
601208,东材科技,四川
603077,和邦生物,四川
002630,华西能源,四川
000888,峨眉山Ａ,四川
300019,硅宝科技,四川
300733,西菱动力,四川
000935,四川双马,四川
600558,大西洋,四川
300696,爱乐达,四川
603679,华体科技,四川
600321,*ST正源,四川
600039,四川路桥,四川
600139,西部资源,四川
600603,广汇物流,四川
600378,天科股份,四川
000509,华塑控股,四川
603477,振静股份,四川
600674,川投能源,四川
002259,ST升达,四川
600644,乐山电力,四川
002628,成都路桥,四川
002818,富森美,四川
000629,攀钢钒钛,四川
300504,天邑股份,四川
002272,川润股份,四川
600101,明星电力,四川
002366,台海核电,四川
002023,海特高新,四川
600391,航发科技,四川
300547,川环科技,四川
000790,泰合健康,四川
603809,豪能股份,四川
600880,博瑞传播,四川
300470,日机密封,四川
002651,利君股份,四川
300678,中科信息,四川
300432,富临精工,四川
002798,帝欧家居,四川
000731,四川美丰,四川
600702,舍得酒业,四川
600828,茂业商业,四川
002312,三泰控股,四川
000757,浩物股份,四川
000593,大通燃气,四川
600137,浪莎股份,四川
300362,天翔环境,四川
002258,利尔化学,四川
300127,银河磁体,四川
002246,北化股份,四川
603027,千禾味业,四川
300414,中光防雷,四川
000586,汇源通信,四川
601811,新华文轩,四川
002268,卫 士 通,四川
002749,国光股份,四川
000693,*ST华泽,四川
300434,金石东方,四川
600875,东方电气,四川
300092,科新机电,四川
300471,厚普股份,四川
000628,高新发展,四川
300022,吉峰科技,四川
300535,达威股份,四川
600804,鹏博士,四川
000858,五 粮 液,四川
000568,泸州老窖,四川
002386,天原集团,四川
000801,四川九洲,四川
600331,宏达股份,四川
600505,西昌电力,四川
002190,成飞集成,四川
300502,新易盛,四川
002466,天齐锂业,四川
600779,水井坊,四川
002935,天奥电子,四川
600979,广安爱众,四川
002773,康弘药业,四川
000155,川能动力,四川
300440,运达科技,四川
300101,振芯科技,四川
603333,明星电缆,四川
000876,新 希 望,四川
300559,佳发教育,四川
000835,长城动漫,四川
000710,贝瑞基因,四川
601107,四川成渝,四川
000810,创维数字,四川
600528,中铁工业,四川
300425,环能科技,四川
002777,久远银海,四川
002253,川大智胜,四川
600438,通威股份,四川
600466,蓝光发展,四川
300540,深冷股份,四川
002480,新筑股份,四川
002357,富临运业,四川
002539,云图控股,四川
300119,瑞普生物,天津
600329,中新药业,天津
002820,桂发祥,天津
603126,中材节能,天津
600751,海航科技,天津
600158,中体产业,天津
600717,天津港,天津
603727,博迈科,天津
600821,津劝业,天津
000836,富通鑫茂,天津
300026,红日药业,天津
002129,中环股份,天津
002821,凯莱英,天津
002887,绿茵生态,天津
002432,九安医疗,天津
600800,天津磁卡,天津
603712,七一二,天津
300407,凯发电气,天津
002510,天汽模,天津
300120,经纬辉开,天津
000965,天保基建,天津
600488,天药股份,天津
600535,天士力,天津
600874,创业环保,天津
002337,赛象科技,天津
600468,百利电气,天津
601808,中海油服,天津
000537,广宇发展,天津
002134,天津普林,天津
002393,力生制药,天津
600082,海泰发展,天津
600645,中源协和,天津
600787,中储股份,天津
603019,中科曙光,天津
300596,利安隆,天津
300375,鹏翎股份,天津
603096,新经典,天津
601919,中远海控,天津
300195,长荣股份,天津
600225,天津松江,天津
300334,津膜科技,天津
603106,恒银金融,天津
600335,国机汽车,天津
000695,滨海能源,天津
000897,津滨发展,天津
603969,银龙股份,天津
000652,泰达股份,天津
000927,一汽夏利,天津
600322,天房发展,天津
600583,海油工程,天津
000557,西部创业,宁夏
601619,嘉泽新能,宁夏
000595,宝塔实业,宁夏
002457,青龙管业,宁夏
600449,宁夏建材,宁夏
000635,英 力 特,宁夏
000962,东方钽业,宁夏
600785,新华百货,宁夏
000982,*ST 中绒,宁夏
600146,商赢环球,宁夏
000815,美利云,宁夏
000862,银星能源,宁夏
600165,新日恒力,宁夏
600567,山鹰纸业,安徽
603689,皖天然气,安徽
000619,海螺型材,安徽
000868,安凯客车,安徽
000979,中弘股份,安徽
603031,安德利,安徽
002743,富煌钢构,安徽
600063,皖维高新,安徽
603801,志邦家居,安徽
300087,荃银高科,安徽
603308,应流股份,安徽
600375,华菱星马,安徽
600552,凯盛科技,安徽
600990,四创电子,安徽
600909,华安证券,安徽
000887,中鼎股份,安徽
002555,三七互娱,安徽
300475,聚隆科技,安徽
002760,凤形股份,安徽
603429,集友股份,安徽
600012,皖通高速,安徽
000930,中粮生化,安徽
002226,江南化工,安徽
600585,海螺水泥,安徽
300388,国祯环保,安徽
600444,国机通用,安徽
002171,楚江新材,安徽
002597,金禾实业,安徽
600577,精达股份,安徽
002014,永新股份,安徽
002042,华孚时尚,安徽
002571,德力股份,安徽
002347,泰尔股份,安徽
002556,辉隆股份,安徽
600199,金种子酒,安徽
600761,安徽合力,安徽
603599,广信股份,安徽
002690,美亚光电,安徽
002298,中电兴发,安徽
002136,安 纳 达,安徽
600575,皖江物流,安徽
600255,梦舟股份,安徽
300088,长信科技,安徽
600551,时代出版,安徽
600985,淮北矿业,安徽
000850,华茂股份,安徽
603198,迎驾贡酒,安徽
600808,马钢股份,安徽
600418,江淮汽车,安徽
000596,古井贡酒,安徽
603589,口子窖,安徽
600054,黄山旅游,安徽
000521,长虹美菱,安徽
002541,鸿路钢构,安徽
603011,合锻智能,安徽
603357,设计总院,安徽
002607,亚夏汽车,安徽
000543,皖能电力,安徽
000153,丰原药业,安徽
603199,九华旅游,安徽
002230,科大讯飞,安徽
002147,新光圆成,安徽
300274,阳光电源,安徽
601606,长城军工,安徽
300577,开润股份,安徽
002557,洽洽食品,安徽
603768,常青股份,安徽
000417,合肥百货,安徽
601801,皖新传媒,安徽
300595,欧普康视,安徽
600470,六国化工,安徽
600502,安徽水利,安徽
603527,众源新材,安徽
300090,盛运环保,安徽
601918,新集能源,安徽
300009,安科生物,安徽
002057,中钢天源,安徽
603656,泰禾光电,安徽
002331,皖通科技,安徽
600237,铜峰电子,安徽
002140,东华科技,安徽
000859,国风塑业,安徽
300520,科大国创,安徽
000728,国元证券,安徽
002817,黄山胶囊,安徽
603596,伯特利,安徽
002361,神剑股份,安徽
002018,*ST华信,安徽
300218,安利股份,安徽
002208,合肥城建,安徽
300247,乐金健康,安徽
603356,华菱精工,安徽
600318,新力金融,安徽
002538,司尔特,安徽
600971,恒源煤电,安徽
000980,众泰汽车,安徽
000630,铜陵有色,安徽
600218,全柴动力,安徽
600496,精工钢构,安徽
600520,文一科技,安徽
000713,丰乐种业,安徽
300692,中环环保,安徽
600983,惠而浦,安徽
300452,山河药辅,安徽
002073,软控股份,山东
300653,正海生物,山东
601163,三角轮胎,山东
300105,龙源技术,山东
300699,光威复材,山东
300175,朗源股份,山东
600385,山东金泰,山东
000423,东阿阿胶,山东
600858,银座股份,山东
000869,张 裕Ａ,山东
002353,杰瑞股份,山东
002871,伟隆股份,山东
300423,鲁亿通,山东
600986,科达股份,山东
000756,新华制药,山东
002193,如意集团,山东
002339,积成电子,山东
600308,华泰股份,山东
300285,国瓷材料,山东
000338,潍柴动力,山东
603536,惠发股份,山东
002355,兴民智通,山东
603708,家家悦,山东
000599,青岛双星,山东
300183,东软载波,山东
000720,*ST新能,山东
601966,玲珑轮胎,山东
002363,隆基机械,山东
300214,日科化学,山东
600766,园城黄金,山东
600777,新潮能源,山东
002746,仙坛股份,山东
601366,利群股份,山东
002408,齐翔腾达,山东
002485,希努尔,山东
002589,瑞康医药,山东
603278,大业股份,山东
000726,鲁 泰Ａ,山东
000655,*ST金岭,山东
000498,山东路桥,山东
300237,美晨生态,山东
300569,天能重工,山东
600586,金晶科技,山东
600587,新华医疗,山东
600027,华电国际,山东
002890,弘宇股份,山东
600784,鲁银投资,山东
600966,博汇纸业,山东
002458,益生股份,山东
300001,特锐德,山东
000407,胜利股份,山东
000554,泰山石油,山东
300208,恒顺众昇,山东
603421,鼎信通讯,山东
600467,好当家,山东
000416,民生控股,山东
300233,金城医药,山东
000811,冰轮环境,山东
300121,阳谷华泰,山东
603021,山东华鹏,山东
002675,东诚药业,山东
603858,步长制药,山东
603638,艾迪精密,山东
300321,同大股份,山东
002254,泰和新材,山东
002598,山东章鼓,山东
002498,汉缆股份,山东
002330,得利斯,山东
300343,联创互联,山东
002470,金正大,山东
600727,鲁北化工,山东
000639,西王食品,山东
002469,三维工程,山东
002088,鲁阳节能,山东
600600,青岛啤酒,山东
002521,齐峰新材,山东
300391,康跃科技,山东
000915,山大华特,山东
000506,中润资源,山东
000409,*ST地矿,山东
002899,英派斯,山东
002094,青岛金王,山东
002655,共达电声,山东
002921,联诚精密,山东
002234,民和股份,山东
300185,通裕重工,山东
300110,华仁药业,山东
603026,石大胜华,山东
600807,*ST天业,山东
600350,山东高速,山东
300479,神思电子,山东
600690,青岛海尔,山东
603577,汇金通,山东
600309,万华化学,山东
002083,孚日股份,山东
600319,亚星化学,山东
002671,龙泉股份,山东
002643,万润股份,山东
000680,山推股份,山东
603167,渤海轮渡,山东
600076,康欣新材,山东
002078,太阳纸业,山东
002237,恒邦股份,山东
002374,丽鹏股份,山东
002241,歌尔股份,山东
603113,金能科技,山东
002810,山东赫达,山东
600219,南山铝业,山东
002379,宏创控股,山东
600223,鲁商置业,山东
002545,东方铁塔,山东
000677,恒天海龙,山东
002581,未名医药,山东
600960,渤海汽车,山东
600735,新华锦,山东
000951,中国重汽,山东
002580,圣阳股份,山东
002490,山东墨龙,山东
600336,澳柯玛,山东
300443,金雷风电,山东
002072,凯瑞德,山东
600547,山东黄金,山东
000830,鲁西化工,山东
600789,鲁抗医药,山东
600783,鲁信创投,山东
601678,滨化股份,山东
002526,山东矿机,山东
600017,日照港,山东
002217,合力泰,山东
002086,东方海洋,山东
002111,威海广泰,山东
002726,龙大肉食,山东
002376,新北洋,山东
601058,赛轮金宇,山东
002283,天润曲轴,山东
603223,恒通股份,山东
300583,赛托生物,山东
300654,世纪天鸿,山东
600529,山东药玻,山东
603586,金麒麟,山东
603779,威龙股份,山东
000822,山东海化,山东
300677,英科医疗,山东
600756,浪潮软件,山东
600448,华纺股份,山东
603612,索通发展,山东
002838,道恩股份,山东
600229,城市传媒,山东
002286,保龄宝,山东
300243,瑞丰高材,山东
600760,中航沈飞,山东
002595,豪迈科技,山东
002107,沃华医药,山东
600188,兖州煤业,山东
002026,山东威达,山东
000617,中油资本,山东
603086,先达股份,山东
002481,双塔食品,山东
002476,宝莫股份,山东
002537,海联金汇,山东
600426,华鲁恒升,山东
002248,华东数控,山东
600212,江泉实业,山东
600022,山东钢铁,山东
002588,史丹利,山东
603798,康普顿,山东
600579,天华院,山东
300690,双一科技,山东
603856,东宏股份,山东
002604,*ST龙力,山东
002805,丰元股份,山东
002382,蓝帆医疗,山东
603367,辰欣药业,山东
600898,国美通讯,山东
300308,中际旭创,山东
002768,国恩股份,山东
601019,山东出版,山东
